C_55326ebad6b0415ea8430f68d8c986f4_1_q#6	Did Havelock Ellis have any thoughts on the hereditary of sexual excitement?
C_217351d2fd5a4a9bb19386d270564876_1_q#0	What was David Frost job?
C_217351d2fd5a4a9bb19386d270564876_1_q#1	In what country was "That was the week that was" been produce?
C_217351d2fd5a4a9bb19386d270564876_1_q#2	Was "That was the week that was" successful?
C_217351d2fd5a4a9bb19386d270564876_1_q#3	Was "That was the week that was" published to other country aside from Britain?
C_217351d2fd5a4a9bb19386d270564876_1_q#4	How successful did American version of TW3 get?
C_217351d2fd5a4a9bb19386d270564876_1_q#5	Besides "That was the week that was", did David Frost get other shows that was popular?
C_217351d2fd5a4a9bb19386d270564876_1_q#6	Did David Frost get a partner on his job?
C_217351d2fd5a4a9bb19386d270564876_1_q#7	Aside from television special, are there any other interesting aspects about David Frost, That Was the Week That Was (TW3)?
C_217351d2fd5a4a9bb19386d270564876_1_q#8	Is David Frost incapable to swim?
C_1183ad7f6a684fc28b80ad594e48035d_0_q#0	What happened  to Martha and the Vandellas during motown major hit years (1962-1968)?
C_1183ad7f6a684fc28b80ad594e48035d_0_q#1	What happened to Martha and the Vandellas after striking gold with the second album release?
C_1183ad7f6a684fc28b80ad594e48035d_0_q#2	Can you tell me how long did Martha and the Vandellas second album stay on the charts?
C_1183ad7f6a684fc28b80ad594e48035d_0_q#3	What were some of Martha and the Vandellas major hits?
C_1183ad7f6a684fc28b80ad594e48035d_0_q#4	Were Martha and the Vandellas popular among a lot of people?
C_1183ad7f6a684fc28b80ad594e48035d_0_q#5	What other things took place after Martha and the Vandellas received a Grammy Award nomination?
C_1183ad7f6a684fc28b80ad594e48035d_0_q#6	Did Martha and the Vandellas go on to continue to be successful after the second Top Ten single "Quicksand" was released?
C_1183ad7f6a684fc28b80ad594e48035d_0_q#7	Any other important aspects regarding Martha and the Vandellas' major hit years other than the awards and nominations?
C_1183ad7f6a684fc28b80ad594e48035d_0_q#8	Did Martha and the Vandellas grow apart after Annette left to get married and have a child?
C_1183ad7f6a684fc28b80ad594e48035d_0_q#9	Did Betty Kelly do well with joining Martha and the Vandellas?
C_0c375df1b7874f38a2530ccfccb1d6e1_1_q#0	where did the group Nomeansno come together
C_0c375df1b7874f38a2530ccfccb1d6e1_1_q#1	did school cause Nomeansno breakup?
C_0c375df1b7874f38a2530ccfccb1d6e1_1_q#2	did any members of Nomeansno leave on good terms?
C_0c375df1b7874f38a2530ccfccb1d6e1_1_q#3	Besides Nomeansno's original sound, did Nomeansno ever try other forms of music
C_0c375df1b7874f38a2530ccfccb1d6e1_1_q#4	Did Nomeansno ever have dreams of touring?
C_0c375df1b7874f38a2530ccfccb1d6e1_1_q#5	Was Nomeansno always into music?
C_0c375df1b7874f38a2530ccfccb1d6e1_1_q#6	Did Nomeansno have a back up plan if music fell through?
C_8d50647977304f559cc6b26bd64e27fc_1_q#0	When did Ernie Kovacs die?
C_8d50647977304f559cc6b26bd64e27fc_1_q#1	Are there any other interesting aspects about this article in addition to Ernie being killed in a car accident?
C_8d50647977304f559cc6b26bd64e27fc_1_q#2	Did Ernie Kovacs have children?
C_8d50647977304f559cc6b26bd64e27fc_1_q#3	What did Ernie's daughter die from?
C_8d50647977304f559cc6b26bd64e27fc_1_q#4	What did Ernie do after Kippie's death?
C_8d50647977304f559cc6b26bd64e27fc_1_q#5	What does Ernie's epitaph read?
C_8d50647977304f559cc6b26bd64e27fc_1_q#6	When did Ernie Kovacs die?
C_8d50647977304f559cc6b26bd64e27fc_1_q#7	Did Ernie Kovacs have a wife?
C_8d50647977304f559cc6b26bd64e27fc_1_q#8	What did the people speaking to Ernie's wife tell Mrs. Kovacs?
C_61f7b6bfa43f4590b3b5f6583174f11a_0_q#0	What albums for 3 Doors Down were released between 2005-2010?
C_61f7b6bfa43f4590b3b5f6583174f11a_0_q#1	What were the titles of the albums for 3 Doors Down released between 2005-2010??
C_61f7b6bfa43f4590b3b5f6583174f11a_0_q#2	What were the singles released from the album 2005's Seventeen Days?
C_61f7b6bfa43f4590b3b5f6583174f11a_0_q#3	Were 2005's Seventeen Days number 1 hits?
C_61f7b6bfa43f4590b3b5f6583174f11a_0_q#4	What other albums did 3 Doors Down release besides 2005's Seventeen Days ?
C_61f7b6bfa43f4590b3b5f6583174f11a_0_q#5	What singles were on the self-titled fourth album?
C_61f7b6bfa43f4590b3b5f6583174f11a_0_q#6	Wasn't Seventeen Days the name of the 2005 album?
C_502dac1d421944dfaf5a09b716a19c4b_1_q#0	What is Angel Dust by Faith No More?
C_502dac1d421944dfaf5a09b716a19c4b_1_q#1	Was Faith No More a band?
C_502dac1d421944dfaf5a09b716a19c4b_1_q#2	What was Angel Dust by Faith No More?
C_502dac1d421944dfaf5a09b716a19c4b_1_q#3	What kind of music does Faith No More make?
C_502dac1d421944dfaf5a09b716a19c4b_1_q#4	Is there anything interesting about Faith No More and Mike Patton?
C_b200a4798a7349ff8822b7bcf5addda2_0_q#0	What did Zhang Heng have to do with science and technology?
C_b200a4798a7349ff8822b7bcf5addda2_0_q#1	What did Zhang Heng's mechanical inventions influence Chinese inventors to do?
C_b200a4798a7349ff8822b7bcf5addda2_0_q#2	What was Zhang Heng biggest accomplishment?
C_b200a4798a7349ff8822b7bcf5addda2_0_q#3	How did the world react to the celestial spere theory?
C_b200a4798a7349ff8822b7bcf5addda2_0_q#4	What was Zhang Heng greatest accomplishment?
C_b200a4798a7349ff8822b7bcf5addda2_0_q#5	Did Zhang Heng win any sort of praise or awards?
C_b200a4798a7349ff8822b7bcf5addda2_0_q#6	Besides his theory, are there any other interesting aspects about Zhang Heng?
C_2a5565a59286404c9b962d2cd426be68_0_q#0	What type of work did Lillian Moller Gilbreth do?
C_2a5565a59286404c9b962d2cd426be68_0_q#1	Aside from pyschology, what other type of work did Lillian Moller Gilbreth do?
C_2a5565a59286404c9b962d2cd426be68_0_q#2	What type of books did Lillian Moller Gilbreth write?
C_2a5565a59286404c9b962d2cd426be68_0_q#3	Besides papers on scientific topics, did Lillian Moller Gilbreth write anything else ?
C_2a5565a59286404c9b962d2cd426be68_0_q#4	In addition to running a business and publishing papers, did Lillian Moller Breth have any other career highlights?
C_2a5565a59286404c9b962d2cd426be68_0_q#5	Why did Lillian Moller Gilbreth and Frank write as sole authors?
C_2a5565a59286404c9b962d2cd426be68_0_q#6	Along with becoming the first American engineer to create a synthesis of pyschology and scientific management, is there anything else interesting?
C_2a5565a59286404c9b962d2cd426be68_0_q#7	Besides joint publications, what other things did the Frank and Lillian Moller Gilbreth do?
C_46b0baa6f2eb4e558d0f6df73e54b517_0_q#0	when did Luis Antonio Tagle become bishop of Imus?
C_46b0baa6f2eb4e558d0f6df73e54b517_0_q#1	what did Luis Antonio Tagle do before being appointed Bishop of Imus?
C_46b0baa6f2eb4e558d0f6df73e54b517_0_q#2	how was Luis Antonio Tagle's life during his tenure?
C_46b0baa6f2eb4e558d0f6df73e54b517_0_q#3	did Luis Antonio Tagle ever meet the pope?
C_46b0baa6f2eb4e558d0f6df73e54b517_0_q#4	could you tell me more about Luis Antonio Tagle please besides living simply?
C_9c9610aa3ce045f884f748c530eec16f_0_q#0	How was Greg LeMond third win different?
C_9c9610aa3ce045f884f748c530eec16f_0_q#1	Did Greg LeMond ever have to deal with injuries?
C_9c9610aa3ce045f884f748c530eec16f_0_q#2	What is one interesting piece of information from 1990: A third tour win?
C_9c9610aa3ce045f884f748c530eec16f_0_q#3	Why was there plan upset for Greg LeMond?
C_9c9610aa3ce045f884f748c530eec16f_0_q#4	Did Greg LeMond retire after his third win?
C_9c9610aa3ce045f884f748c530eec16f_0_q#5	Who took second when Greg LeMond won?
C_9c9610aa3ce045f884f748c530eec16f_0_q#6	Were Greg LeMond and Claudio Chiappucci from the same country?
C_03bc43463b984a15a99be98521739e74_0_q#0	What is Hypnotic Suggestion?
C_03bc43463b984a15a99be98521739e74_0_q#1	Was the album Hypnotic Suggestion successul?
C_03bc43463b984a15a99be98521739e74_0_q#2	What is Fun Trick Noisemaker?
C_03bc43463b984a15a99be98521739e74_0_q#3	What were the single hits of the album, Fun Trick Noisemaker?
C_eaf0dac19b264168a521b97b0b6d3752_0_q#0	What influenced Mcphersons career?
C_eaf0dac19b264168a521b97b0b6d3752_0_q#1	how did Mcpherson's faith guide her in helping people?
C_eaf0dac19b264168a521b97b0b6d3752_0_q#2	where there any conflicts in Mcpherson's faith healing or ministry?
C_eaf0dac19b264168a521b97b0b6d3752_0_q#3	Did Mcpherson have any children?
C_eaf0dac19b264168a521b97b0b6d3752_0_q#4	Aside from Mcpherson's ministry Are there any other interesting aspects about this article about Mcpherson?
C_eaf0dac19b264168a521b97b0b6d3752_0_q#5	did Mcpherson practice faith healing until she passed away?
C_d6375edfbf57404b88c47daa80fb83f0_0_q#0	Was Red Skelton on the radio?
C_d6375edfbf57404b88c47daa80fb83f0_0_q#1	Did Red Skelton do ads on radio or shows?
C_d6375edfbf57404b88c47daa80fb83f0_0_q#2	Was the show The Raleigh Cigarette Program popular?
C_d6375edfbf57404b88c47daa80fb83f0_0_q#3	How was Red Skelton's personal life?
C_d6375edfbf57404b88c47daa80fb83f0_0_q#4	Was Red Skelton married?
C_d6375edfbf57404b88c47daa80fb83f0_0_q#5	Did Red Skelton get divorced?
C_f61797b8cc554761a4647de15fbd2199_1_q#0	what happened in 2006?
C_f61797b8cc554761a4647de15fbd2199_1_q#1	how did Ruben Studdard's album "The Return" do?
C_f61797b8cc554761a4647de15fbd2199_1_q#2	why did sales of Ruben Studdard's album "The Return" decline rapidly?
C_f61797b8cc554761a4647de15fbd2199_1_q#3	what was Ruben Studdard's greatest accomplishment?
C_f61797b8cc554761a4647de15fbd2199_1_q#4	how did Ruden Studdard's "Make Ya Feel Beautiful" do?
C_f61797b8cc554761a4647de15fbd2199_1_q#5	what is the most important fact in this article on Ruben Studdard?
C_f61797b8cc554761a4647de15fbd2199_1_q#6	Are there any other interesting aspects about this article besides The Return?
C_f61797b8cc554761a4647de15fbd2199_1_q#7	what was the American Idol season 7 farewell song?
C_e8222f72e3ca4f74a76588abb3ba15bb_0_q#0	What is You're living all over me by Dinosaur Jr.?
C_e8222f72e3ca4f74a76588abb3ba15bb_0_q#1	Was You're Living All Over Me by Dinosaur Jr. successful?
C_e8222f72e3ca4f74a76588abb3ba15bb_0_q#2	Did You're Living All Over my by Dinosaur Jr. win any awards?
C_e8222f72e3ca4f74a76588abb3ba15bb_0_q#3	Were any singles released from You're Living All Over Me by Dinosaur Jr.?
C_e8222f72e3ca4f74a76588abb3ba15bb_0_q#4	What was the Weed Forestin' Tape?
C_e8222f72e3ca4f74a76588abb3ba15bb_0_q#5	Was The Weed Forestin' Tape by Sebadoh successful?
C_e8222f72e3ca4f74a76588abb3ba15bb_0_q#6	Besides Dinosaur Jr. recording much of their second album with Sonic Youth engineer Wharton Tiers, what other interesting things can you tell me about the article?
C_c81777bed23f4fd3a49716508c674479_0_q#0	When was the Junimea reception?
C_c81777bed23f4fd3a49716508c674479_0_q#1	Besides Ion Creangă, who else was involved in the Junimea reception?
C_c81777bed23f4fd3a49716508c674479_0_q#2	What did Maiorescu do in the Junimea reception?
C_c81777bed23f4fd3a49716508c674479_0_q#3	What was Petre P. Carp's role in the Junimea reception?
C_c81777bed23f4fd3a49716508c674479_0_q#4	How long did the Junimea reception last?
C_c81777bed23f4fd3a49716508c674479_0_q#5	What was the purpose of the Junimea reception?
C_b0e09b1b5e694dd1aa7694aaa0a637a4_1_q#0	Do the Houston Livestock Show and Rodeo have trail rides?
C_b0e09b1b5e694dd1aa7694aaa0a637a4_1_q#1	Are the trail rides at the Houston Livestock Show and Rodeo open to the public?
C_b0e09b1b5e694dd1aa7694aaa0a637a4_1_q#2	Are the trail rides at the Houston Livestock Show and Rodeo competitive or for leisure?
C_b0e09b1b5e694dd1aa7694aaa0a637a4_1_q#3	Is the trail ride at the Houston Livestock Show and Rodeo part of a parade?
C_b0e09b1b5e694dd1aa7694aaa0a637a4_1_q#4	How far is the longest trail ride at the Houston Livestock Show and Rodeo?
C_b0e09b1b5e694dd1aa7694aaa0a637a4_1_q#5	Where are the trail rides held at Houston Livestock Show and Rodeo?
C_b0e09b1b5e694dd1aa7694aaa0a637a4_1_q#6	Does the trail ride at Houston Livestock Show and Rodeo cost anything?
C_b0e09b1b5e694dd1aa7694aaa0a637a4_1_q#7	Is the trail ride at the Houston Livestock Show and Rodeo suitable for children?
C_e1d668882c39441abf5804d2a7db0abc_0_q#0	what were edwin's early scandals?
C_e1d668882c39441abf5804d2a7db0abc_0_q#1	Are there any other interesting aspects about this article besides Edwin's scandal?
C_e1d668882c39441abf5804d2a7db0abc_0_q#2	how did the press take Edwin Edwards' demonstration of his gambling prowess?
C_e1d668882c39441abf5804d2a7db0abc_0_q#3	what did Edwin Edwards go on to do after being questioned?
C_e1d668882c39441abf5804d2a7db0abc_0_q#4	were Edwin Edwards' accusations true?
C_e1d668882c39441abf5804d2a7db0abc_0_q#5	was Vidrine 's  book well-sold?
C_d189e6b99ea04627b701abfd791e3d8a_0_q#0	What was Scarlett Johansson's first music performance?
C_d189e6b99ea04627b701abfd791e3d8a_0_q#1	Was Scarlett Johansson given any award as a singer?
C_d189e6b99ea04627b701abfd791e3d8a_0_q#2	Who has Scarlett Johansson sang with?
C_d189e6b99ea04627b701abfd791e3d8a_0_q#3	Who is Scarlett Johansson's Manager?
C_d189e6b99ea04627b701abfd791e3d8a_0_q#4	What special thing happened to Scarlett Johansson during her music career?
C_d189e6b99ea04627b701abfd791e3d8a_0_q#5	What is the name of Scarlett Johansson's album
C_d189e6b99ea04627b701abfd791e3d8a_0_q#6	Is there anything interesting about Scarlett Johansson?
C_d189e6b99ea04627b701abfd791e3d8a_0_q#7	What is the name of Scarlett Johansson's hit song?
C_d189e6b99ea04627b701abfd791e3d8a_0_q#8	When did Scarlett Johansson start to sing?
C_d189e6b99ea04627b701abfd791e3d8a_0_q#9	What is the name of Scarlett Johansson's parents?
C_6fe50cb8b6144d20893642dac99da424_1_q#0	What is Dolph Lundgrens diet?
C_6fe50cb8b6144d20893642dac99da424_1_q#1	why did Dolph Lundgren decied to do Training and diet?
C_6fe50cb8b6144d20893642dac99da424_1_q#2	what was Dolph Lundgren training like?
C_6fe50cb8b6144d20893642dac99da424_1_q#3	does Dolph Lundgren have a specific program he follows?
C_6fe50cb8b6144d20893642dac99da424_1_q#4	does Dolph Lundgren do weights or cardio?
C_6fe50cb8b6144d20893642dac99da424_1_q#5	Are there any foods Dolph Lundgren doesn't eat?
C_6fe50cb8b6144d20893642dac99da424_1_q#6	along with, what else can you tell me about Dolph Lundgren diet?
C_6fe50cb8b6144d20893642dac99da424_1_q#7	what will the Dolph Lundgren vitamins and supplements do?
C_6fe50cb8b6144d20893642dac99da424_1_q#8	in addition to, what else can you tell me about why Dolph Lundgren looks so young?
C_6fe50cb8b6144d20893642dac99da424_1_q#9	In addition to, Are there any other interesting aspects about this article?
C_6fe50cb8b6144d20893642dac99da424_1_q#10	what is the Dolph Lundgren book about?
C_6fe50cb8b6144d20893642dac99da424_1_q#11	what is the most important part in the Dolph Lundgren book?
C_1f76f6dde46c4c2ba2deb1f16bb4ae64_0_q#0	Who were Jean-Philippe Rameau, Rameau, and his librettists?
C_1f76f6dde46c4c2ba2deb1f16bb4ae64_0_q#1	What did Jean-Philippe Rameau's librettists do?
C_1f76f6dde46c4c2ba2deb1f16bb4ae64_0_q#2	How long was Louis with Jean-Philippe Rameau?
C_1f76f6dde46c4c2ba2deb1f16bb4ae64_0_q#3	Besides Louis de Cahusac, were there any other notable librettists?
C_1f76f6dde46c4c2ba2deb1f16bb4ae64_0_q#4	Aside from working with second -rate librettists, what else did Jean-Philippe Rameau do with the librettists?
C_1f76f6dde46c4c2ba2deb1f16bb4ae64_0_q#5	So the librettists quit because Jean-Philippe Ramea was rude?
C_1f76f6dde46c4c2ba2deb1f16bb4ae64_0_q#6	Did any of the librettists produce any notable music?
C_59b891ce14894c439acb4b0e4e20610e_1_q#0	What happened in 1985 to Nobuo Uematsu?
C_59b891ce14894c439acb4b0e4e20610e_1_q#1	What happened in 1986 to  Nobuo Uematsu?
C_59b891ce14894c439acb4b0e4e20610e_1_q#2	What happened in 1987 to  Nobuo Uematsu?
C_59b891ce14894c439acb4b0e4e20610e_1_q#3	What happened in 1988 to Nobuo Uematsu?
C_59b891ce14894c439acb4b0e4e20610e_1_q#4	What happened in 1989 to Nobuo Uematsu?
C_59b891ce14894c439acb4b0e4e20610e_1_q#5	What happened in 2004 to Nobuo Uematsu?
C_0a64ac1ad9134701b8a22e688f8d2e85_0_q#0	What were the Duet projects of Chick Corea?
C_0a64ac1ad9134701b8a22e688f8d2e85_0_q#1	What songs did Chick Corea play together?
C_0a64ac1ad9134701b8a22e688f8d2e85_0_q#2	What came of the duets of Chick Corea?
C_0a64ac1ad9134701b8a22e688f8d2e85_0_q#3	Was the concert of Chick Corea in 2006 a success?
C_0a64ac1ad9134701b8a22e688f8d2e85_0_q#4	What followed Chick Corea's concert in 2006?
C_0a64ac1ad9134701b8a22e688f8d2e85_0_q#5	What songs were on The New Crystal Silence by Chick Corea?
C_61b4d7af5b154ff3a186d71bba3306fe_0_q#0	What happened in William Henry Dietz's personal life?
C_61b4d7af5b154ff3a186d71bba3306fe_0_q#1	What happened after former neighbors got to know William Henry Dietz was posing as an Indian?
C_61b4d7af5b154ff3a186d71bba3306fe_0_q#2	Was William Henry Dietz punished or charged for fraudulently registering as a "Non-Citizen Indian"?
C_61b4d7af5b154ff3a186d71bba3306fe_0_q#3	What was William Henry Dietz's real heritage?
C_61b4d7af5b154ff3a186d71bba3306fe_0_q#4	Are there any other interesting aspects about this article in addition to Dietz being punished for his fraudulent heritage claims?
C_61b4d7af5b154ff3a186d71bba3306fe_0_q#5	Did the Dietz couples get along very well?
C_61b4d7af5b154ff3a186d71bba3306fe_0_q#6	Why did Dietz and De Cora divorce?
C_61b4d7af5b154ff3a186d71bba3306fe_0_q#7	Which other names were worth mentioning in the contested Heritage in addition to William Henry Dietz?
C_61b4d7af5b154ff3a186d71bba3306fe_0_q#8	What did William Henry Dietz do in the contested heritage?
C_2bb9961f1e904750ad54346bf4c542f3_1_q#0	what did Jessica Alba do in 2010?
C_2bb9961f1e904750ad54346bf4c542f3_1_q#1	What were the five films Jessica Alba starred in 2010?
C_2bb9961f1e904750ad54346bf4c542f3_1_q#2	Did Jessica Alba win any awards for her five films in 2010?
C_2bb9961f1e904750ad54346bf4c542f3_1_q#3	what did Jessica Alba do in 2012?
C_2bb9961f1e904750ad54346bf4c542f3_1_q#4	What was the honest company?
C_2bb9961f1e904750ad54346bf4c542f3_1_q#5	Did Jessica Alba write a book?
C_5eafb25cd66a42ffa7d27f8c4a69c2ce_1_q#0	Where did John F. Kennedy Jr. go to school?
C_5eafb25cd66a42ffa7d27f8c4a69c2ce_1_q#1	How did John F. Kennedy Jr. do while in Saint David's School and Collegiate School?
C_5eafb25cd66a42ffa7d27f8c4a69c2ce_1_q#2	Other than attending private schools in Manhattan, what else is important to know about John F. Kennedy Jr.'s early life?
C_5eafb25cd66a42ffa7d27f8c4a69c2ce_1_q#3	Who died in John F. Kennedy Jr.'s early life?
C_5eafb25cd66a42ffa7d27f8c4a69c2ce_1_q#4	Besides attending private schools in Manhattan, attending Brown University, and the death of John F. Kennedy Jr.'s  father, are there any other interesting aspects about this article?
C_ac346bb01f584440a4c164ee67b7cd9d_1_q#0	What kind of art did Scott Weiland do?
C_ac346bb01f584440a4c164ee67b7cd9d_1_q#1	Did Scott Weiland release any albums?
C_ac346bb01f584440a4c164ee67b7cd9d_1_q#2	Did 12 Bar Blue have any singles or successful songs?
C_ac346bb01f584440a4c164ee67b7cd9d_1_q#3	What came of Scott Weiland's album 12 bar blues?
C_ac346bb01f584440a4c164ee67b7cd9d_1_q#4	Did Scott Weiland release another album besides 12 Bar Blue ?
C_ac346bb01f584440a4c164ee67b7cd9d_1_q#5	Which genres did Weiland's album "Happy" feature?
C_ac346bb01f584440a4c164ee67b7cd9d_1_q#6	Did Weiland's album "Happy" have any singles?
C_73f95fad124e4806948036136ab069db_1_q#0	Where was Camillo Golgi born?
C_73f95fad124e4806948036136ab069db_1_q#1	Did Camillo Golgi complete any military service?
C_73f95fad124e4806948036136ab069db_1_q#2	Who was Camillo Golgi's most important teacher?
C_73f95fad124e4806948036136ab069db_1_q#3	Did Camillo Golgi marry?
C_73f95fad124e4806948036136ab069db_1_q#4	Did Camillo Golgi have children?
C_7cc834d5467d4137885d65c066aeacce_1_q#0	What did Red Auerbach coach?
C_7cc834d5467d4137885d65c066aeacce_1_q#1	How did Red Auerbach's basketball team do?
C_7cc834d5467d4137885d65c066aeacce_1_q#2	Did Red Auerbach's basketball team win any games?
C_7cc834d5467d4137885d65c066aeacce_1_q#3	What was Red Auerbach's team's name?
C_7cc834d5467d4137885d65c066aeacce_1_q#4	Aside from the Capitols, did Red Auerbach coach any other teams?
C_7cc834d5467d4137885d65c066aeacce_1_q#5	Aside from Red Auerbach coaching the Capitols and the Duke Blue Devils basketball teams, are there any other interesting aspect of this article?
C_7cc834d5467d4137885d65c066aeacce_1_q#6	Why did Red Auerbach trade more than two dozen players in just six weeks?
C_7cc834d5467d4137885d65c066aeacce_1_q#7	Was Red Auerbach rebuilding the team from scratch a good thing?
C_7cc834d5467d4137885d65c066aeacce_1_q#8	How did the Blackhawks do under Red Auerbach's control?
C_f87b4006bda3474abe291cb38f271fe6_0_q#0	Was the movie Dreamgirls originally in limited release?
